game_pk,temperature,Park
716733.0,89.0,Busch Stadium
716734.0,90.0,Guaranteed Rate Field
716737.0,74.0,Globe Life Field
716725.0,76.0,Dodger Stadium
716735.0,73.0,Minute Maid Park
716740.0,91.0,Nationals Park
716738.0,84.0,Great American Ball Park
716728.0,75.0,Petco Park
716736.0,89.0,American Family Field
716729.0,84.0,Progressive Field
716742.0,87.0,Citi Field
716731.0,71.0,Oakland Coliseum
716730.0,86.0,Coors Field
716723.0,89.0,Wrigley Field
716718.0,86.0,PNC Park
716720.0,74.0,Petco Park
716722.0,72.0,Tropicana Field
716721.0,78.0,Chase Field
716681.0,91.0,Kauffman Stadium
716713.0,74.0,Angel Stadium
716719.0,84.0,Progressive Field
716724.0,74.0,Globe Life Field
716726.0,69.0,Oakland Coliseum
716727.0,92.0,Great American Ball Park
718592.0,73.0,Nationals Park
718575.0,59.0,Dodger Stadium
718586.0,81.0,Great American Ball Park
718584.0,72.0,loanDepot park
718578.0,56.0,Oakland Coliseum
718574.0,59.0,Petco Park
718585.0,80.0,Comerica Park
718582.0,78.0,Busch Stadium
718587.0,59.0,Rogers Centre
718588.0,78.0,Yankee Stadium
718583.0,72.0,Guaranteed Rate Field
718581.0,73.0,Minute Maid Park
718580.0,58.0,Fenway Park
718579.0,77.0,Kauffman Stadium
718577.0,56.0,T-Mobile Park
716711.0,87.0,Yankee Stadium
716717.0,86.0,Progressive Field
716706.0,71.0,Angel Stadium
716705.0,74.0,Globe Life Field
716712.0,89.0,Great American Ball Park
716715.0,92.0,Nationals Park
716714.0,90.0,PNC Park
716707.0,68.0,Oakland Coliseum
716716.0,72.0,Tropicana Field
716704.0,92.0,Kauffman Stadium
716709.0,84.0,Truist Park
716703.0,71.0,Petco Park
716702.0,78.0,Chase Field
716710.0,72.0,loanDepot park
716708.0,84.0,Wrigley Field
716690.0,77.0,Angel Stadium
716691.0,74.0,Petco Park
716696.0,72.0,Tropicana Field
716687.0,74.0,Globe Life Field
716694.0,90.0,Yankee Stadium
716693.0,83.0,Great American Ball Park
716697.0,87.0,PNC Park
716688.0,79.0,Kauffman Stadium
716695.0,72.0,loanDepot park
716700.0,87.0,Progressive Field
716689.0,83.0,Truist Park
716699.0,80.0,Wrigley Field
716701.0,97.0,Nationals Park
716698.0,70.0,Oakland Coliseum
716692.0,75.0,Chase Field
716683.0,72.0,Tropicana Field
716680.0,84.0,Truist Park
716682.0,72.0,loanDepot park
716686.0,90.0,Yankee Stadium
716685.0,66.0,Wrigley Field
716684.0,79.0,Angel Stadium
716678.0,66.0,Wrigley Field
716675.0,67.0,Comerica Park
716669.0,73.0,Minute Maid Park
716671.0,72.0,Tropicana Field
716666.0,75.0,Target Field
716674.0,83.0,Truist Park
716667.0,86.0,Angel Stadium
716668.0,63.0,Oracle Park
716676.0,89.0,Nationals Park
716673.0,68.0,Rogers Centre
716665.0,74.0,Globe Life Field
716679.0,80.0,Citizens Bank Park
716672.0,82.0,Fenway Park
716670.0,75.0,Yankee Stadium
716677.0,77.0,Great American Ball Park
716661.0,68.0,Rogers Centre
716660.0,70.0,Wrigley Field
716662.0,72.0,Nationals Park
716655.0,76.0,Great American Ball Park
716650.0,87.0,Angel Stadium
716654.0,74.0,Target Field
716658.0,67.0,Comerica Park
716663.0,67.0,Oracle Park
716653.0,73.0,Citizens Bank Park
716651.0,80.0,Truist Park
716649.0,73.0,Minute Maid Park
716659.0,76.0,Yankee Stadium
716664.0,72.0,Fenway Park
716656.0,72.0,Tropicana Field
716657.0,74.0,Globe Life Field
716646.0,70.0,Yankee Stadium
716642.0,76.0,Great American Ball Park
716639.0,69.0,Target Field
716641.0,70.0,Rogers Centre
716647.0,80.0,Nationals Park
716640.0,73.0,Minute Maid Park
716648.0,71.0,Comerica Park
716645.0,72.0,Tropicana Field
716652.0,73.0,Fenway Park
716634.0,67.0,Oracle Park
716633.0,88.0,Angel Stadium
716643.0,74.0,Citizens Bank Park
716644.0,83.0,Truist Park
716637.0,74.0,Globe Life Field
716638.0,75.0,Wrigley Field
716623.0,69.0,T-Mobile Park
716626.0,70.0,American Family Field
717664.0,78.0,Citizens Bank Park
716630.0,72.0,Rogers Centre
716635.0,77.0,PNC Park
716625.0,66.0,Coors Field
716590.0,76.0,Citizens Bank Park
716624.0,73.0,Minute Maid Park
716632.0,65.0,Oracle Park
716629.0,72.0,Target Field
716627.0,73.0,Citi Field
716636.0,85.0,Oriole Park at Camden Yards
716622.0,76.0,Dodger Stadium
716608.0,73.0,Dodger Stadium
716613.0,63.0,Target Field
716611.0,69.0,Guaranteed Rate Field
716618.0,83.0,Citizens Bank Park
716610.0,68.0,American Family Field
716621.0,86.0,Oriole Park at Camden Yards
716614.0,73.0,Minute Maid Park
716620.0,66.0,PNC Park
716612.0,74.0,Fenway Park
716606.0,63.0,T-Mobile Park
716617.0,69.0,Comerica Park
716615.0,78.0,Citi Field
716628.0,74.0,Fenway Park
716619.0,64.0,Oracle Park
716609.0,75.0,Coors Field
716631.0,65.0,Guaranteed Rate Field
716616.0,68.0,Rogers Centre
716603.0,81.0,Citizens Bank Park
716604.0,81.0,Oriole Park at Camden Yards
716602.0,70.0,T-Mobile Park
716595.0,77.0,Citi Field
716594.0,65.0,Rogers Centre
716601.0,64.0,Comerica Park
716592.0,70.0,American Family Field
716589.0,71.0,Dodger Stadium
716600.0,70.0,PNC Park
716605.0,66.0,Oracle Park
716599.0,76.0,Coors Field
716598.0,64.0,Guaranteed Rate Field
716607.0,60.0,Target Field
716596.0,73.0,Minute Maid Park
716587.0,65.0,Rogers Centre
716580.0,67.0,Guaranteed Rate Field
716597.0,75.0,Fenway Park
716588.0,78.0,Citi Field
716586.0,73.0,Oriole Park at Camden Yards
716584.0,67.0,Comerica Park
716591.0,67.0,PNC Park
716593.0,70.0,Fenway Park
716585.0,70.0,American Family Field
718568.0,70.0,Busch Stadium
718571.0,76.0,Comerica Park
718563.0,46.0,Kauffman Stadium
718562.0,73.0,Minute Maid Park
718576.0,56.0,Fenway Park
718560.0,64.0,Petco Park
718570.0,77.0,Guaranteed Rate Field
718573.0,72.0,Nationals Park
718569.0,63.0,Rogers Centre
718565.0,58.0,Oakland Coliseum
718561.0,51.0,T-Mobile Park
718572.0,68.0,Yankee Stadium
718567.0,72.0,loanDepot park
718566.0,79.0,Great American Ball Park
718564.0,64.0,Dodger Stadium
718553.0,43.0,Guaranteed Rate Field
718557.0,65.0,Yankee Stadium
718556.0,66.0,Rogers Centre
718549.0,62.0,Petco Park
718547.0,63.0,Dodger Stadium
718559.0,54.0,Fenway Park
718554.0,57.0,Great American Ball Park
718550.0,72.0,loanDepot park
718545.0,48.0,T-Mobile Park
718551.0,51.0,Kauffman Stadium
718552.0,73.0,Minute Maid Park
718555.0,79.0,Nationals Park
718548.0,47.0,Busch Stadium
718546.0,59.0,Oakland Coliseum
718544.0,72.0,loanDepot park
718535.0,72.0,Coors Field
718536.0,56.0,Oakland Coliseum
718537.0,73.0,Minute Maid Park
718539.0,69.0,Kauffman Stadium
718532.0,58.0,Dodger Stadium
718533.0,58.0,Petco Park
718538.0,67.0,Busch Stadium
718534.0,48.0,T-Mobile Park
718542.0,52.0,Great American Ball Park
718540.0,50.0,Fenway Park
718766.0,58.0,Petco Park
718764.0,73.0,Minute Maid Park
718763.0,45.0,T-Mobile Park
718771.0,80.0,loanDepot park
718765.0,56.0,Dodger Stadium
718525.0,53.0,Guaranteed Rate Field
718516.0,59.0,Dodger Stadium
718543.0,54.0,Guaranteed Rate Field
718523.0,53.0,Oakland Coliseum
718526.0,66.0,Great American Ball Park
718517.0,46.0,T-Mobile Park
718541.0,46.0,Comerica Park
718524.0,54.0,Fenway Park
718519.0,60.0,Petco Park
718531.0,69.0,Nationals Park
718520.0,73.0,Minute Maid Park
718522.0,80.0,Kauffman Stadium
718521.0,73.0,Coors Field
718528.0,72.0,loanDepot park
718530.0,39.0,Comerica Park
718527.0,71.0,Busch Stadium
718529.0,52.0,Yankee Stadium
718505.0,46.0,Fenway Park
718518.0,74.0,Nationals Park
718504.0,61.0,Yankee Stadium
718514.0,73.0,Kauffman Stadium
718507.0,64.0,Petco Park
718510.0,60.0,Guaranteed Rate Field
718502.0,48.0,T-Mobile Park
718501.0,73.0,Minute Maid Park
718511.0,72.0,loanDepot park
718506.0,56.0,Oakland Coliseum
718515.0,68.0,Great American Ball Park
718509.0,55.0,Coors Field
718513.0,47.0,Comerica Park
718512.0,78.0,Busch Stadium
718508.0,68.0,Dodger Stadium
718497.0,55.0,Fenway Park
718496.0,63.0,Yankee Stadium
718500.0,83.0,PNC Park
718503.0,59.0,Oracle Park
718494.0,82.0,Chase Field
718498.0,75.0,Citizens Bank Park
718499.0,70.0,Wrigley Field
718486.0,72.0,Tropicana Field
718491.0,53.0,Wrigley Field
718485.0,83.0,Angel Stadium
718490.0,73.0,Globe Life Field
718483.0,62.0,American Family Field
718484.0,85.0,Chase Field
718489.0,75.0,Truist Park
718480.0,62.0,Oracle Park
718495.0,80.0,Oriole Park at Camden Yards
718481.0,52.0,T-Mobile Park
718493.0,73.0,Citizens Bank Park
718482.0,37.0,Target Field
718487.0,60.0,Yankee Stadium
718492.0,82.0,PNC Park
718473.0,50.0,Progressive Field
718477.0,72.0,Tropicana Field
718464.0,59.0,T-Mobile Park
718478.0,66.0,Oracle Park
718468.0,35.0,Target Field
718469.0,74.0,Globe Life Field
718479.0,41.0,Wrigley Field
718474.0,56.0,PNC Park
718476.0,60.0,Yankee Stadium
718472.0,59.0,Oriole Park at Camden Yards
718471.0,68.0,Truist Park
718467.0,93.0,Chase Field
718488.0,49.0,Progressive Field
718475.0,78.0,Citizens Bank Park
718470.0,62.0,American Family Field
718466.0,77.0,Angel Stadium
718458.0,63.0,Citizens Bank Park
718462.0,64.0,Truist Park
718450.0,54.0,T-Mobile Park
718465.0,62.0,Yankee Stadium
718456.0,76.0,Chase Field
718457.0,72.0,Tropicana Field
718463.0,47.0,PNC Park
718460.0,46.0,Progressive Field
718454.0,40.0,Target Field
718451.0,42.0,Wrigley Field
718459.0,64.0,Oriole Park at Camden Yards
718453.0,74.0,Globe Life Field
718461.0,61.0,American Family Field
718452.0,76.0,Angel Stadium
718455.0,61.0,Oracle Park
718446.0,58.0,Oracle Park
718442.0,49.0,Target Field
718444.0,68.0,Rogers Centre
718443.0,65.0,Truist Park
718438.0,87.0,Chase Field
718445.0,51.0,Great American Ball Park
718441.0,62.0,American Family Field
718447.0,59.0,Oriole Park at Camden Yards
718448.0,44.0,Progressive Field
718449.0,72.0,Tropicana Field
718437.0,67.0,Angel Stadium
718429.0,69.0,Truist Park
718426.0,41.0,Wrigley Field
718433.0,68.0,Rogers Centre
718434.0,60.0,Great American Ball Park
718430.0,57.0,Citizens Bank Park
718427.0,50.0,Target Field
718436.0,72.0,Tropicana Field
718440.0,45.0,Progressive Field
718432.0,56.0,PNC Park
718431.0,57.0,Citi Field
718439.0,63.0,Oracle Park
718422.0,86.0,Chase Field
718425.0,65.0,Angel Stadium
718428.0,64.0,American Family Field
718435.0,59.0,Oriole Park at Camden Yards
718408.0,73.0,Angel Stadium
718416.0,61.0,Oriole Park at Camden Yards
718424.0,58.0,Great American Ball Park
718412.0,54.0,Citi Field
718419.0,63.0,American Family Field
718407.0,43.0,Wrigley Field
718418.0,82.0,Chase Field
718411.0,55.0,Truist Park
718423.0,62.0,Oracle Park
718414.0,72.0,Tropicana Field
718421.0,46.0,Progressive Field
718420.0,68.0,Rogers Centre
718413.0,61.0,PNC Park
718415.0,54.0,Citizens Bank Park
718417.0,50.0,Target Field
718405.0,58.0,Comerica Park
718409.0,67.0,Oracle Park
718396.0,56.0,Guaranteed Rate Field
718406.0,60.0,Wrigley Field
718397.0,67.0,Globe Life Field
718403.0,60.0,PNC Park
718398.0,55.0,Citi Field
718402.0,74.0,Angel Stadium
718404.0,55.0,Citizens Bank Park
718400.0,58.0,Target Field
718410.0,57.0,Truist Park
718756.0,45.0,Great American Ball Park
718758.0,39.0,Wrigley Field
718760.0,73.0,Minute Maid Park
718753.0,73.0,Nationals Park
718759.0,46.0,Busch Stadium
718752.0,71.0,Globe Life Field
718755.0,72.0,loanDepot park
718751.0,55.0,Kauffman Stadium
718757.0,58.0,Oakland Coliseum
718749.0,64.0,Dodger Stadium
718746.0,47.0,T-Mobile Park
718750.0,60.0,Petco Park
718762.0,68.0,Yankee Stadium
718754.0,72.0,Tropicana Field
718761.0,56.0,Fenway Park
718382.0,62.0,Dodger Stadium
718389.0,73.0,Minute Maid Park
718386.0,65.0,American Family Field
718395.0,52.0,Fenway Park
718392.0,68.0,Rogers Centre
718388.0,74.0,Globe Life Field
718393.0,55.0,Guaranteed Rate Field
718391.0,72.0,loanDepot park
718390.0,57.0,Coors Field
718387.0,48.0,Target Field
718380.0,64.0,Oakland Coliseum
718394.0,52.0,Citi Field
718374.0,74.0,Globe Life Field
718377.0,63.0,Oakland Coliseum
718375.0,72.0,loanDepot park
718379.0,68.0,Rogers Centre
718372.0,73.0,Minute Maid Park
718373.0,56.0,Guaranteed Rate Field
718383.0,60.0,Nationals Park
718401.0,63.0,Comerica Park
718399.0,69.0,Nationals Park
718381.0,53.0,Comerica Park
718369.0,66.0,Dodger Stadium
718378.0,47.0,Target Field
718376.0,66.0,American Family Field
718385.0,49.0,Fenway Park
718366.0,72.0,Coors Field
718384.0,81.0,Estadio Alfredo Harp Helu
718367.0,62.0,Nationals Park
718370.0,51.0,Fenway Park
718356.0,82.0,Globe Life Field
718368.0,80.0,Estadio Alfredo Harp Helu
718355.0,46.0,Guaranteed Rate Field
718363.0,68.0,Rogers Centre
718362.0,45.0,Target Field
718357.0,63.0,Oakland Coliseum
718359.0,67.0,Dodger Stadium
718358.0,65.0,Coors Field
718364.0,72.0,loanDepot park
718365.0,64.0,American Family Field
718354.0,73.0,Minute Maid Park
718360.0,51.0,Comerica Park
718352.0,59.0,Citi Field
718353.0,59.0,Fenway Park
718349.0,57.0,Nationals Park
718345.0,60.0,Petco Park
718351.0,58.0,Yankee Stadium
718361.0,62.0,Citi Field
718343.0,59.0,Dodger Stadium
718350.0,73.0,Minute Maid Park
718337.0,76.0,Minute Maid Park
718339.0,55.0,Yankee Stadium
718346.0,72.0,loanDepot park
718335.0,61.0,Petco Park
718332.0,54.0,Oakland Coliseum
718347.0,72.0,Tropicana Field
718338.0,66.0,Busch Stadium
718341.0,50.0,Fenway Park
718331.0,57.0,Dodger Stadium
718334.0,66.0,Coors Field
718342.0,78.0,Globe Life Field
718336.0,67.0,Kauffman Stadium
718340.0,48.0,Guaranteed Rate Field
718344.0,53.0,Nationals Park
718323.0,50.0,Fenway Park
718320.0,68.0,Busch Stadium
718326.0,73.0,Minute Maid Park
718328.0,72.0,Tropicana Field
718322.0,48.0,Guaranteed Rate Field
718327.0,64.0,Dodger Stadium
718319.0,53.0,Oakland Coliseum
718330.0,63.0,Petco Park
718329.0,52.0,Comerica Park
718324.0,53.0,Yankee Stadium
718325.0,79.0,Globe Life Field
718333.0,54.0,Nationals Park
718321.0,72.0,loanDepot park
718315.0,77.0,Coors Field
718348.0,50.0,Comerica Park
718314.0,72.0,Kauffman Stadium
718308.0,72.0,loanDepot park
718312.0,72.0,Kauffman Stadium
718318.0,59.0,Comerica Park
718310.0,63.0,Guaranteed Rate Field
718304.0,59.0,Oakland Coliseum
718313.0,70.0,Coors Field
718311.0,72.0,Busch Stadium
718316.0,47.0,Fenway Park
718309.0,72.0,Tropicana Field
718317.0,60.0,Nationals Park
718307.0,67.0,PNC Park
718298.0,59.0,Truist Park
718294.0,65.0,Angel Stadium
718305.0,75.0,Great American Ball Park
718302.0,55.0,Citi Field
718301.0,59.0,Citizens Bank Park
718297.0,51.0,T-Mobile Park
718299.0,76.0,Kauffman Stadium
718303.0,69.0,Wrigley Field
718293.0,55.0,Oracle Park
718295.0,63.0,Petco Park
718296.0,79.0,Chase Field
718306.0,59.0,Progressive Field
718292.0,70.0,Busch Stadium
718300.0,72.0,Tropicana Field
718280.0,93.0,Kauffman Stadium
718275.0,66.0,Angel Stadium
718287.0,59.0,Oracle Park
718286.0,72.0,PNC Park
718279.0,63.0,Petco Park
718281.0,76.0,Great American Ball Park
718290.0,71.0,Citi Field
718282.0,85.0,Chase Field
718283.0,73.0,Truist Park
718285.0,62.0,Progressive Field
718288.0,73.0,Busch Stadium
718284.0,72.0,Citizens Bank Park
718291.0,72.0,Tropicana Field
718274.0,58.0,T-Mobile Park
718289.0,65.0,Wrigley Field
718269.0,77.0,Wrigley Field
718273.0,68.0,Progressive Field
718262.0,77.0,Great American Ball Park
718268.0,86.0,Kauffman Stadium
718277.0,73.0,Truist Park
718271.0,72.0,Tropicana Field
718278.0,60.0,PNC Park
718263.0,75.0,Chase Field
718267.0,60.0,Oracle Park
718265.0,51.0,T-Mobile Park
718266.0,67.0,Petco Park
718270.0,76.0,Citizens Bank Park
718272.0,87.0,Busch Stadium
718276.0,75.0,Citi Field
718264.0,70.0,Angel Stadium
718740.0,73.0,Minute Maid Park
718739.0,72.0,Globe Life Field
718734.0,56.0,Oakland Coliseum
718744.0,49.0,Great American Ball Park
718747.0,47.0,Yankee Stadium
718733.0,62.0,Petco Park
718743.0,54.0,Nationals Park
718737.0,63.0,Busch Stadium
718735.0,44.0,T-Mobile Park
718738.0,47.0,Wrigley Field
718741.0,72.0,loanDepot park
718748.0,43.0,Fenway Park
718745.0,72.0,Kauffman Stadium
718736.0,68.0,Dodger Stadium
718742.0,72.0,Tropicana Field
718258.0,71.0,PNC Park
718259.0,81.0,Oriole Park at Camden Yards
718253.0,82.0,Kauffman Stadium
718256.0,48.0,Wrigley Field
718254.0,69.0,Angel Stadium
718257.0,64.0,American Family Field
718260.0,57.0,Oracle Park
718261.0,55.0,Progressive Field
718251.0,61.0,T-Mobile Park
718249.0,89.0,Chase Field
718255.0,73.0,Yankee Stadium
718238.0,69.0,Kauffman Stadium
718250.0,57.0,Oracle Park
718236.0,91.0,Chase Field
718237.0,63.0,Angel Stadium
718248.0,60.0,Progressive Field
718239.0,61.0,T-Mobile Park
718246.0,65.0,Oriole Park at Camden Yards
718245.0,77.0,Truist Park
718247.0,62.0,Yankee Stadium
718242.0,66.0,Target Field
718244.0,70.0,Citizens Bank Park
718240.0,59.0,Wrigley Field
718243.0,73.0,Great American Ball Park
718252.0,72.0,PNC Park
718241.0,67.0,American Family Field
718233.0,72.0,Citizens Bank Park
718225.0,76.0,Great American Ball Park
718220.0,81.0,Truist Park
718234.0,62.0,Progressive Field
718222.0,81.0,Kauffman Stadium
718224.0,77.0,Target Field
718229.0,56.0,T-Mobile Park
718226.0,72.0,Chase Field
718227.0,72.0,Oriole Park at Camden Yards
718228.0,71.0,American Family Field
718230.0,57.0,Oracle Park
718235.0,69.0,Angel Stadium
718221.0,65.0,Wrigley Field
718232.0,65.0,Yankee Stadium
718231.0,66.0,PNC Park
718217.0,60.0,Oakland Coliseum
718215.0,88.0,Chase Field
718216.0,71.0,Target Field
718223.0,76.0,Great American Ball Park
718218.0,67.0,Kauffman Stadium
718219.0,78.0,Yankee Stadium
718206.0,72.0,Rogers Centre
718204.0,70.0,American Family Field
718201.0,64.0,Dodger Stadium
718212.0,83.0,loanDepot park
718214.0,81.0,Nationals Park
718205.0,70.0,Progressive Field
718210.0,82.0,Yankee Stadium
718209.0,69.0,Target Field
718207.0,58.0,Guaranteed Rate Field
718199.0,93.0,Chase Field
718200.0,65.0,Oakland Coliseum
718213.0,82.0,Oriole Park at Camden Yards
718208.0,75.0,Comerica Park
718211.0,82.0,Fenway Park
718202.0,59.0,Coors Field
718196.0,80.0,Fenway Park
718191.0,65.0,Progressive Field
718198.0,72.0,loanDepot park
718190.0,74.0,Oakland Coliseum
718195.0,63.0,Target Field
718192.0,64.0,Rogers Centre
718184.0,78.0,Chase Field
718185.0,72.0,Dodger Stadium
718189.0,59.0,Guaranteed Rate Field
718193.0,67.0,Oriole Park at Camden Yards
718197.0,77.0,Yankee Stadium
718183.0,68.0,American Family Field
718194.0,73.0,Comerica Park
718188.0,57.0,Coors Field
718203.0,67.0,Nationals Park
718178.0,72.0,loanDepot park
718187.0,66.0,Fenway Park
718180.0,68.0,Yankee Stadium
718174.0,55.0,Coors Field
718172.0,71.0,Oakland Coliseum
718182.0,64.0,Progressive Field
718169.0,74.0,Chase Field
718176.0,58.0,Guaranteed Rate Field
718175.0,60.0,Target Field
718179.0,75.0,Oriole Park at Camden Yards
718173.0,66.0,Comerica Park
718186.0,79.0,Nationals Park
718168.0,74.0,Dodger Stadium
718177.0,65.0,American Family Field
718181.0,53.0,Rogers Centre
718165.0,74.0,Globe Life Field
718166.0,74.0,Busch Stadium
718162.0,63.0,Petco Park
718171.0,74.0,Oriole Park at Camden Yards
718160.0,63.0,Oakland Coliseum
718167.0,76.0,Nationals Park
718163.0,72.0,Fenway Park
718161.0,63.0,Coors Field
718159.0,65.0,Dodger Stadium
718164.0,72.0,Rogers Centre
718158.0,73.0,Minute Maid Park
718170.0,60.0,Oracle Park
718153.0,72.0,loanDepot park
718157.0,68.0,Rogers Centre
718141.0,63.0,Dodger Stadium
718144.0,65.0,Petco Park
718156.0,64.0,Oracle Park
718155.0,78.0,Comerica Park
718151.0,69.0,Busch Stadium
718149.0,77.0,Fenway Park
718147.0,61.0,Guaranteed Rate Field
718150.0,78.0,Citi Field
718154.0,77.0,Oriole Park at Camden Yards
718148.0,74.0,Globe Life Field
718152.0,73.0,Minute Maid Park
718146.0,70.0,Oakland Coliseum
718145.0,73.0,Coors Field
718133.0,53.0,Fenway Park
718134.0,68.0,Rogers Centre
718135.0,60.0,Citi Field
718142.0,53.0,Comerica Park
718139.0,68.0,Oakland Coliseum
718129.0,50.0,Guaranteed Rate Field
718131.0,78.0,Busch Stadium
718137.0,67.0,Oriole Park at Camden Yards
718126.0,74.0,Globe Life Field
718132.0,72.0,loanDepot park
718140.0,62.0,Petco Park
718138.0,77.0,Coors Field
718127.0,73.0,Minute Maid Park
718136.0,69.0,Dodger Stadium
718143.0,60.0,Oracle Park
718722.0,56.0,Petco Park
718726.0,74.0,Globe Life Field
718731.0,65.0,American Family Field
718727.0,77.0,Busch Stadium
718724.0,50.0,Fenway Park
718732.0,70.0,Nationals Park
718728.0,71.0,Great American Ball Park
718723.0,73.0,Minute Maid Park
718718.0,57.0,Dodger Stadium
718730.0,57.0,Guaranteed Rate Field
718720.0,45.0,T-Mobile Park
718721.0,54.0,Oakland Coliseum
718719.0,73.0,Kauffman Stadium
718725.0,53.0,Yankee Stadium
718729.0,83.0,loanDepot park
718125.0,62.0,Guaranteed Rate Field
718124.0,81.0,Busch Stadium
718121.0,68.0,Rogers Centre
718128.0,67.0,Oriole Park at Camden Yards
718130.0,72.0,loanDepot park
718122.0,58.0,Citi Field
718107.0,62.0,Petco Park
718106.0,66.0,Angel Stadium
718114.0,74.0,Globe Life Field
718113.0,67.0,Busch Stadium
718110.0,74.0,Truist Park
718105.0,57.0,Oracle Park
718111.0,61.0,Guaranteed Rate Field
718118.0,74.0,PNC Park
718119.0,62.0,Citi Field
718115.0,68.0,Rogers Centre
718123.0,72.0,Nationals Park
718112.0,73.0,Minute Maid Park
718116.0,69.0,Citizens Bank Park
718117.0,72.0,Tropicana Field
718120.0,77.0,Great American Ball Park
718092.0,63.0,Petco Park
718096.0,67.0,Angel Stadium
718109.0,72.0,Busch Stadium
718097.0,69.0,Citizens Bank Park
718098.0,73.0,Minute Maid Park
718100.0,74.0,Globe Life Field
718103.0,58.0,Oracle Park
718102.0,59.0,Rogers Centre
718104.0,59.0,Guaranteed Rate Field
718094.0,75.0,Truist Park
718093.0,72.0,Tropicana Field
718101.0,62.0,PNC Park
718095.0,71.0,Great American Ball Park
718108.0,78.0,Nationals Park
718087.0,59.0,Rogers Centre
718085.0,68.0,Great American Ball Park
718082.0,70.0,Citi Field
718086.0,73.0,Minute Maid Park
718083.0,75.0,Busch Stadium
718080.0,73.0,Angel Stadium
718084.0,75.0,Guaranteed Rate Field
718099.0,69.0,Citi Field
718076.0,73.0,Globe Life Field
718081.0,72.0,Tropicana Field
718088.0,70.0,Citizens Bank Park
718078.0,63.0,Oracle Park
718091.0,71.0,PNC Park
718090.0,77.0,Truist Park
718089.0,72.0,Nationals Park
718079.0,68.0,Petco Park
718073.0,77.0,Citizens Bank Park
718062.0,61.0,T-Mobile Park
718074.0,65.0,Truist Park
718075.0,77.0,PNC Park
718068.0,69.0,American Family Field
718077.0,72.0,Tropicana Field
718072.0,66.0,Progressive Field
718069.0,75.0,Coors Field
718071.0,77.0,Great American Ball Park
718066.0,77.0,Kauffman Stadium
718070.0,68.0,Angel Stadium
718067.0,81.0,Target Field
718054.0,83.0,Target Field
718065.0,77.0,PNC Park
718057.0,70.0,Truist Park
718064.0,70.0,Nationals Park
718058.0,63.0,Yankee Stadium
718053.0,62.0,Angel Stadium
718056.0,73.0,American Family Field
718060.0,69.0,Citizens Bank Park
718059.0,80.0,Great American Ball Park
718061.0,72.0,Tropicana Field
718049.0,80.0,Kauffman Stadium
718050.0,62.0,T-Mobile Park
718063.0,69.0,Progressive Field
718055.0,71.0,Wrigley Field
718051.0,75.0,Coors Field
718047.0,70.0,Target Field
718038.0,51.0,Wrigley Field
718041.0,80.0,Great American Ball Park
718034.0,64.0,Angel Stadium
718042.0,77.0,Truist Park
718043.0,77.0,Citizens Bank Park
718045.0,70.0,PNC Park
718040.0,62.0,Yankee Stadium
718052.0,79.0,Nationals Park
718048.0,67.0,Progressive Field
718039.0,76.0,Kauffman Stadium
718046.0,65.0,American Family Field
718037.0,67.0,T-Mobile Park
718036.0,67.0,Coors Field
718044.0,72.0,Tropicana Field
718024.0,52.0,Wrigley Field
718035.0,70.0,Nationals Park
718026.0,80.0,Truist Park
718029.0,66.0,Yankee Stadium
718030.0,65.0,Great American Ball Park
718032.0,72.0,Tropicana Field
718031.0,62.0,Comerica Park
718033.0,73.0,Coors Field
718028.0,65.0,American Family Field
718025.0,76.0,T-Mobile Park
718027.0,59.0,Wrigley Field
718022.0,63.0,Progressive Field
718014.0,79.0,Kauffman Stadium
718013.0,79.0,Target Field
718021.0,71.0,Comerica Park
718016.0,63.0,Coors Field
718012.0,77.0,T-Mobile Park
718015.0,64.0,Angel Stadium
718018.0,72.0,Tropicana Field
718017.0,67.0,American Family Field
718009.0,60.0,Oakland Coliseum
718020.0,73.0,Oriole Park at Camden Yards
718019.0,76.0,Truist Park
718023.0,72.0,Yankee Stadium
718010.0,77.0,Chase Field
717999.0,70.0,American Family Field
717998.0,66.0,Angel Stadium
717997.0,75.0,Truist Park
717996.0,67.0,Progressive Field
718004.0,60.0,T-Mobile Park
718001.0,78.0,Oriole Park at Camden Yards
718003.0,62.0,Oakland Coliseum
718005.0,72.0,Comerica Park
718008.0,79.0,Target Field
717991.0,75.0,Chase Field
718006.0,72.0,Yankee Stadium
718000.0,78.0,Kauffman Stadium
718011.0,68.0,Coors Field
718002.0,72.0,Tropicana Field
718007.0,64.0,Wrigley Field
718705.0,73.0,Minute Maid Park
718714.0,83.0,loanDepot park
718706.0,50.0,T-Mobile Park
718707.0,54.0,Oakland Coliseum
718703.0,58.0,Dodger Stadium
718712.0,63.0,American Family Field
718711.0,82.0,Busch Stadium
718717.0,57.0,Petco Park
718708.0,80.0,Kauffman Stadium
718709.0,74.0,Globe Life Field
718716.0,76.0,Great American Ball Park
718713.0,50.0,Fenway Park
718715.0,80.0,Nationals Park
718710.0,65.0,Yankee Stadium
717981.0,76.0,Chase Field
717985.0,79.0,Kauffman Stadium
717989.0,78.0,Comerica Park
717992.0,77.0,Truist Park
717995.0,76.0,Yankee Stadium
717983.0,56.0,T-Mobile Park
717988.0,78.0,Target Field
717986.0,74.0,American Family Field
717987.0,69.0,Wrigley Field
